seat_number,seat_coordinates,snapshot,Snapshot status,Snapshot Time
18,"[81, 157, 1319, 1399]",snapshot_4,Present,01-08-2024 10:19
19,"[3, 56, 501, 595]",snapshot_4,Absent,01-08-2024 10:19
20,"[2, 56, 609, 697]",snapshot_4,Present,01-08-2024 10:19
21,"[1, 61, 720, 804]",snapshot_4,Present,01-08-2024 10:19
22,"[1, 56, 833, 912]",snapshot_4,Present,01-08-2024 10:19
23,"[0, 58, 931, 1013]",snapshot_4,Present,01-08-2024 10:19
24,"[2, 60, 1029, 1109]",snapshot_4,Present,01-08-2024 10:19
25,"[1, 74, 1131, 1199]",snapshot_4,Present,01-08-2024 10:19
26,"[21, 72, 1132, 1199]",snapshot_4,Present,01-08-2024 10:19
27,"[21, 78, 1205, 1261]",snapshot_4,Present,01-08-2024 10:19
28,"[36, 97, 1285, 1340]",snapshot_4,Present,01-08-2024 10:19
1,"[345, 494, 492, 677]",snapshot_5,Absent,01-08-2024 10:25
2,"[332, 496, 721, 951]",snapshot_5,Absent,01-08-2024 10:25
3,"[315, 448, 966, 1146]",snapshot_5,Absent,01-08-2024 10:25
4,"[300, 442, 1148, 1324]",snapshot_5,Absent,01-08-2024 10:25
5,"[182, 285, 510, 648]",snapshot_5,Present,01-08-2024 10:25
6,"[172, 277, 660, 802]",snapshot_5,Present,01-08-2024 10:25
7,"[152, 260, 839, 958]",snapshot_5,Absent,01-08-2024 10:25
8,"[142, 258, 986, 1114]",snapshot_5,Absent,01-08-2024 10:25
9,"[144, 256, 1125, 1229]",snapshot_5,Absent,01-08-2024 10:25
10,"[156, 257, 1220, 1334]",snapshot_5,Absent,01-08-2024 10:25
11,"[56, 155, 505, 594]",snapshot_5,Absent,01-08-2024 10:25
12,"[50, 145, 619, 714]",snapshot_5,Present,01-08-2024 10:25
13,"[69, 143, 734, 832]",snapshot_5,Absent,01-08-2024 10:25
14,"[65, 154, 836, 953]",snapshot_5,Absent,01-08-2024 10:25
15,"[58, 142, 982, 1078]",snapshot_5,Present,01-08-2024 10:25
16,"[58, 144, 1098, 1184]",snapshot_5,Absent,01-08-2024 10:25
17,"[71, 153, 1200, 1299]",snapshot_5,Absent,01-08-2024 10:25
18,"[81, 157, 1319, 1399]",snapshot_5,Present,01-08-2024 10:25
19,"[3, 56, 501, 595]",snapshot_5,Absent,01-08-2024 10:25
20,"[2, 56, 609, 697]",snapshot_5,Absent,01-08-2024 10:25
21,"[1, 61, 720, 804]",snapshot_5,Present,01-08-2024 10:25
22,"[1, 56, 833, 912]",snapshot_5,Absent,01-08-2024 10:25
23,"[0, 58, 931, 1013]",snapshot_5,Absent,01-08-2024 10:25
24,"[2, 60, 1029, 1109]",snapshot_5,Absent,01-08-2024 10:25
25,"[1, 74, 1131, 1199]",snapshot_5,Absent,01-08-2024 10:25
26,"[21, 72, 1132, 1199]",snapshot_5,Absent,01-08-2024 10:25
27,"[21, 78, 1205, 1261]",snapshot_5,Absent,01-08-2024 10:25
28,"[36, 97, 1285, 1340]",snapshot_5,Absent,01-08-2024 10:25
