seat_number,seat_coordinates,snapshot,Snapshot status,Snapshot Time
27,"[69, 136, 1139, 1231]",snapshot_3,Present,01-08-2024 10:15
28,"[87, 138, 1267, 1373]",snapshot_3,Present,01-08-2024 10:15
1,"[356, 458, 146, 264]",snapshot_4,Absent,01-08-2024 10:21
2,"[355, 475, 261, 345]",snapshot_4,Absent,01-08-2024 10:21
3,"[389, 513, 364, 472]",snapshot_4,Present,01-08-2024 10:21
4,"[405, 561, 527, 692]",snapshot_4,Absent,01-08-2024 10:21
5,"[399, 584, 737, 892]",snapshot_4,Present,01-08-2024 10:21
6,"[404, 607, 1001, 1201]",snapshot_4,Present,01-08-2024 10:21
7,"[429, 618, 1245, 1456]",snapshot_4,Present,01-08-2024 10:21
8,"[270, 346, 271, 347]",snapshot_4,Absent,01-08-2024 10:21
9,"[270, 353, 401, 535]",snapshot_4,Present,01-08-2024 10:21
10,"[233, 334, 542, 673]",snapshot_4,Absent,01-08-2024 10:21
11,"[235, 343, 685, 834]",snapshot_4,Present,01-08-2024 10:21
12,"[239, 349, 874, 1014]",snapshot_4,Present,01-08-2024 10:21
13,"[238, 355, 1065, 1223]",snapshot_4,Present,01-08-2024 10:21
14,"[219, 377, 1286, 1455]",snapshot_4,Present,01-08-2024 10:21
15,"[179, 239, 454, 560]",snapshot_4,Absent,01-08-2024 10:21
16,"[161, 230, 566, 657]",snapshot_4,Absent,01-08-2024 10:21
17,"[158, 222, 663, 785]",snapshot_4,Present,01-08-2024 10:21
18,"[143, 217, 814, 940]",snapshot_4,Absent,01-08-2024 10:21
19,"[127, 214, 955, 1073]",snapshot_4,Absent,01-08-2024 10:21
20,"[141, 228, 1109, 1243]",snapshot_4,Present,01-08-2024 10:21
21,"[138, 218, 1286, 1407]",snapshot_4,Present,01-08-2024 10:21
22,"[120, 161, 566, 655]",snapshot_4,Present,01-08-2024 10:21
23,"[108, 161, 655, 761]",snapshot_4,Present,01-08-2024 10:21
24,"[86, 141, 767, 863]",snapshot_4,Present,01-08-2024 10:21
25,"[81, 137, 874, 963]",snapshot_4,Present,01-08-2024 10:21
26,"[74, 141, 1015, 1113]",snapshot_4,Absent,01-08-2024 10:21
27,"[69, 136, 1139, 1231]",snapshot_4,Absent,01-08-2024 10:21
28,"[87, 138, 1267, 1373]",snapshot_4,Absent,01-08-2024 10:21
1,"[356, 458, 146, 264]",snapshot_5,Absent,01-08-2024 10:27
2,"[355, 475, 261, 345]",snapshot_5,Absent,01-08-2024 10:27
3,"[389, 513, 364, 472]",snapshot_5,Present,01-08-2024 10:27
4,"[405, 561, 527, 692]",snapshot_5,Present,01-08-2024 10:27
5,"[399, 584, 737, 892]",snapshot_5,Absent,01-08-2024 10:27
6,"[404, 607, 1001, 1201]",snapshot_5,Absent,01-08-2024 10:27
7,"[429, 618, 1245, 1456]",snapshot_5,Present,01-08-2024 10:27
8,"[270, 346, 271, 347]",snapshot_5,Absent,01-08-2024 10:27
9,"[270, 353, 401, 535]",snapshot_5,Absent,01-08-2024 10:27
10,"[233, 334, 542, 673]",snapshot_5,Absent,01-08-2024 10:27
11,"[235, 343, 685, 834]",snapshot_5,Absent,01-08-2024 10:27
12,"[239, 349, 874, 1014]",snapshot_5,Absent,01-08-2024 10:27
13,"[238, 355, 1065, 1223]",snapshot_5,Absent,01-08-2024 10:27
14,"[219, 377, 1286, 1455]",snapshot_5,Present,01-08-2024 10:27
15,"[179, 239, 454, 560]",snapshot_5,Absent,01-08-2024 10:27
16,"[161, 230, 566, 657]",snapshot_5,Absent,01-08-2024 10:27
17,"[158, 222, 663, 785]",snapshot_5,Present,01-08-2024 10:27
18,"[143, 217, 814, 940]",snapshot_5,Present,01-08-2024 10:27
19,"[127, 214, 955, 1073]",snapshot_5,Present,01-08-2024 10:27
20,"[141, 228, 1109, 1243]",snapshot_5,Absent,01-08-2024 10:27
21,"[138, 218, 1286, 1407]",snapshot_5,Present,01-08-2024 10:27
22,"[120, 161, 566, 655]",snapshot_5,Absent,01-08-2024 10:27
23,"[108, 161, 655, 761]",snapshot_5,Present,01-08-2024 10:27
24,"[86, 141, 767, 863]",snapshot_5,Absent,01-08-2024 10:27
25,"[81, 137, 874, 963]",snapshot_5,Absent,01-08-2024 10:27
26,"[74, 141, 1015, 1113]",snapshot_5,Absent,01-08-2024 10:27
27,"[69, 136, 1139, 1231]",snapshot_5,Absent,01-08-2024 10:27
28,"[87, 138, 1267, 1373]",snapshot_5,Present,01-08-2024 10:27
