seat_number,seat_coordinates,snapshot,Snapshot status,Snapshot Time
22,"[140, 192, 430, 530]",snapshot_4,Absent,01-08-2024 10:22
23,"[143, 192, 548, 630]",snapshot_4,Absent,01-08-2024 10:22
24,"[130, 185, 649, 737]",snapshot_4,Present,01-08-2024 10:22
25,"[126, 205, 767, 857]",snapshot_4,Absent,01-08-2024 10:22
26,"[136, 209, 905, 997]",snapshot_4,Absent,01-08-2024 10:22
27,"[140, 212, 1031, 1099]",snapshot_4,Absent,01-08-2024 10:22
28,"[165, 206, 1131, 1229]",snapshot_4,Absent,01-08-2024 10:22
29,"[162, 215, 1261, 1344]",snapshot_4,Absent,01-08-2024 10:22
30,"[184, 246, 1380, 1458]",snapshot_4,Absent,01-08-2024 10:22
31,"[143, 189, 1319, 1395]",snapshot_4,Absent,01-08-2024 10:23
32,"[114, 168, 1222, 1291]",snapshot_4,Absent,01-08-2024 10:23
33,"[111, 160, 1108, 1174]",snapshot_4,Absent,01-08-2024 10:23
34,"[101, 151, 994, 1050]",snapshot_4,Absent,01-08-2024 10:23
35,"[102, 147, 702, 785]",snapshot_4,Absent,01-08-2024 10:23
1,"[245, 327, 40, 122]",snapshot_5,Absent,01-08-2024 10:28
2,"[254, 330, 114, 195]",snapshot_5,Absent,01-08-2024 10:28
3,"[251, 340, 212, 320]",snapshot_5,Absent,01-08-2024 10:28
4,"[262, 359, 324, 416]",snapshot_5,Present,01-08-2024 10:28
5,"[270, 382, 441, 578]",snapshot_5,Absent,01-08-2024 10:28
6,"[280, 394, 640, 779]",snapshot_5,Absent,01-08-2024 10:28
7,"[291, 398, 836, 992]",snapshot_5,Absent,01-08-2024 10:28
8,"[287, 403, 1033, 1175]",snapshot_5,Absent,01-08-2024 10:28
9,"[318, 439, 1215, 1374]",snapshot_5,Present,01-08-2024 10:28
10,"[341, 445, 1393, 1538]",snapshot_5,Present,01-08-2024 10:28
11,"[177, 250, 199, 289]",snapshot_5,Absent,01-08-2024 10:28
12,"[168, 247, 312, 398]",snapshot_5,Absent,01-08-2024 10:28
13,"[183, 252, 413, 506]",snapshot_5,Absent,01-08-2024 10:28
14,"[194, 262, 536, 637]",snapshot_5,Absent,01-08-2024 10:28
15,"[193, 261, 652, 760]",snapshot_5,Absent,01-08-2024 10:28
16,"[198, 276, 783, 913]",snapshot_5,Absent,01-08-2024 10:28
17,"[193, 280, 961, 1059]",snapshot_5,Absent,01-08-2024 10:28
18,"[199, 299, 1123, 1248]",snapshot_5,Absent,01-08-2024 10:28
19,"[212, 304, 1267, 1368]",snapshot_5,Absent,01-08-2024 10:28
20,"[235, 336, 1421, 1524]",snapshot_5,Absent,01-08-2024 10:28
21,"[241, 340, 1543, 1627]",snapshot_5,Present,01-08-2024 10:28
22,"[140, 192, 430, 530]",snapshot_5,Absent,01-08-2024 10:28
23,"[143, 192, 548, 630]",snapshot_5,Absent,01-08-2024 10:28
24,"[130, 185, 649, 737]",snapshot_5,Absent,01-08-2024 10:28
25,"[126, 205, 767, 857]",snapshot_5,Absent,01-08-2024 10:28
26,"[136, 209, 905, 997]",snapshot_5,Absent,01-08-2024 10:28
27,"[140, 212, 1031, 1099]",snapshot_5,Absent,01-08-2024 10:28
28,"[165, 206, 1131, 1229]",snapshot_5,Present,01-08-2024 10:28
29,"[162, 215, 1261, 1344]",snapshot_5,Absent,01-08-2024 10:28
30,"[184, 246, 1380, 1458]",snapshot_5,Absent,01-08-2024 10:29
31,"[143, 189, 1319, 1395]",snapshot_5,Absent,01-08-2024 10:29
32,"[114, 168, 1222, 1291]",snapshot_5,Absent,01-08-2024 10:29
33,"[111, 160, 1108, 1174]",snapshot_5,Absent,01-08-2024 10:29
34,"[101, 151, 994, 1050]",snapshot_5,Absent,01-08-2024 10:29
35,"[102, 147, 702, 785]",snapshot_5,Absent,01-08-2024 10:29
